,dates,uf,state,cases,deaths,suspects,refuses
412,2020-03-16,DF,Distrito Federal,13.0,0.0,107.0,93.0
413,2020-03-17,RO,Rondônia,0.0,0.0,38.0,3.0
414,2020-03-17,AC,Acre,0.0,0.0,8.0,0.0
415,2020-03-17,AM,Amazonas,1.0,0.0,7.0,19.0
416,2020-03-17,RR,Roraima,0.0,0.0,5.0,0.0
417,2020-03-17,PA,Pará,0.0,0.0,21.0,22.0
418,2020-03-17,AP,Amapá,0.0,0.0,6.0,0.0
419,2020-03-17,TO,Tocantins,0.0,0.0,11.0,0.0
420,2020-03-17,MA,Maranhão,0.0,0.0,52.0,8.0
421,2020-03-17,PI,Piauí,0.0,0.0,14.0,4.0
422,2020-03-17,CE,Ceará,5.0,0.0,211.0,95.0
423,2020-03-17,RN,Rio Grande do Norte,1.0,0.0,72.0,21.0
424,2020-03-17,PB,Paraíba,0.0,0.0,48.0,15.0
425,2020-03-17,PE,Pernambuco,16.0,0.0,71.0,33.0
426,2020-03-17,AL,Alagoas,1.0,0.0,34.0,20.0
427,2020-03-17,SE,Sergipe,4.0,0.0,7.0,12.0
428,2020-03-17,BA,Bahia,3.0,0.0,375.0,59.0
429,2020-03-17,MG,Minas Gerais,7.0,0.0,563.0,99.0
430,2020-03-17,ES,Espírito Santo,1.0,0.0,69.0,21.0
431,2020-03-17,RJ,Rio de Janeiro,33.0,0.0,859.0,194.0
432,2020-03-17,SP,São Paulo,164.0,1.0,5047.0,709.0
433,2020-03-17,PR,Paraná,6.0,0.0,240.0,82.0
434,2020-03-17,SC,Santa Catarina,7.0,0.0,220.0,55.0
435,2020-03-17,RS,Rio Grande do Sul,10.0,0.0,300.0,217.0
436,2020-03-17,MS,Mato Grosso do Sul,4.0,0.0,44.0,45.0
437,2020-03-17,MT,Mato Grosso,0.0,0.0,23.0,7.0
438,2020-03-17,GO,Goiás,6.0,0.0,221.0,54.0
439,2020-03-17,DF,Distrito Federal,22.0,0.0,253.0,96.0
440,2020-03-18,RO,Rondônia,0.0,0.0,61.0,2.0
441,2020-03-18,AC,Acre,0.0,0.0,12.0,0.0
442,2020-03-18,AM,Amazonas,1.0,0.0,18.0,26.0
443,2020-03-18,RR,Roraima,0.0,0.0,9.0,0.0
444,2020-03-18,PA,Pará,0.0,0.0,43.0,23.0
445,2020-03-18,AP,Amapá,0.0,0.0,15.0,0.0
446,2020-03-18,TO,Tocantins,0.0,0.0,13.0,0.0
447,2020-03-18,MA,Maranhão,0.0,0.0,105.0,13.0
448,2020-03-18,PI,Piauí,0.0,0.0,12.0,2.0
449,2020-03-18,CE,Ceará,9.0,0.0,493.0,89.0
450,2020-03-18,RN,Rio Grande do Norte,1.0,0.0,108.0,22.0
451,2020-03-18,PB,Paraíba,0.0,0.0,85.0,11.0
452,2020-03-18,PE,Pernambuco,16.0,0.0,89.0,23.0
453,2020-03-18,AL,Alagoas,1.0,0.0,43.0,22.0
454,2020-03-18,SE,Sergipe,5.0,0.0,15.0,11.0
455,2020-03-18,BA,Bahia,3.0,0.0,573.0,36.0
456,2020-03-18,MG,Minas Gerais,15.0,0.0,925.0,104.0
457,2020-03-18,ES,Espírito Santo,9.0,0.0,71.0,21.0
458,2020-03-18,RJ,Rio de Janeiro,45.0,0.0,1254.0,148.0
459,2020-03-18,SP,São Paulo,240.0,4.0,5334.0,596.0
460,2020-03-18,PR,Paraná,13.0,0.0,400.0,119.0
461,2020-03-18,SC,Santa Catarina,10.0,0.0,346.0,47.0
462,2020-03-18,RS,Rio Grande do Sul,19.0,0.0,416.0,330.0
463,2020-03-18,MS,Mato Grosso do Sul,7.0,0.0,93.0,26.0
464,2020-03-18,MT,Mato Grosso,0.0,0.0,45.0,8.0
465,2020-03-18,GO,Goiás,8.0,0.0,353.0,55.0
466,2020-03-18,DF,Distrito Federal,26.0,0.0,327.0,107.0
467,2020-03-21,RO,Rondônia,1.0,0.0,61.0,2.0
468,2020-03-21,AC,Acre,7.0,0.0,12.0,0.0
469,2020-03-21,AM,Amazonas,3.0,0.0,18.0,26.0
470,2020-03-21,RR,Roraima,0.0,0.0,9.0,0.0
471,2020-03-21,PA,Pará,2.0,0.0,43.0,23.0
472,2020-03-21,AP,Amapá,1.0,0.0,15.0,0.0
473,2020-03-21,TO,Tocantins,1.0,0.0,13.0,0.0
474,2020-03-21,MA,Maranhão,1.0,0.0,135.0,13.0
475,2020-03-21,PI,Piauí,3.0,0.0,12.0,2.0
476,2020-03-21,CE,Ceará,55.0,0.0,493.0,89.0
477,2020-03-21,RN,Rio Grande do Norte,1.0,0.0,108.0,22.0
478,2020-03-21,PB,Paraíba,1.0,0.0,85.0,11.0
479,2020-03-21,PE,Pernambuco,30.0,0.0,89.0,23.0
480,2020-03-21,AL,Alagoas,5.0,0.0,43.0,22.0
481,2020-03-21,SE,Sergipe,6.0,0.0,15.0,11.0
482,2020-03-21,BA,Bahia,33.0,0.0,573.0,36.0
483,2020-03-21,MG,Minas Gerais,35.0,0.0,925.0,104.0
484,2020-03-21,ES,Espírito Santo,13.0,0.0,71.0,21.0
485,2020-03-21,RJ,Rio de Janeiro,109.0,2.0,1254.0,148.0
486,2020-03-21,SP,São Paulo,396.0,9.0,5334.0,596.0
487,2020-03-21,PR,Paraná,32.0,0.0,400.0,119.0
488,2020-03-21,SC,Santa Catarina,21.0,0.0,346.0,47.0
489,2020-03-21,RS,Rio Grande do Sul,37.0,0.0,416.0,330.0
490,2020-03-21,MS,Mato Grosso do Sul,9.0,0.0,93.0,26.0
491,2020-03-21,MT,Mato Grosso,1.0,0.0,45.0,8.0
492,2020-03-21,GO,Goiás,15.0,0.0,353.0,55.0
493,2020-03-21,DF,Distrito Federal,87.0,0.0,327.0,107.0
494,2020-03-22,AC,Acre,11.0,0.0,12.0,0.0
495,2020-03-22,AL,Alagoas,7.0,0.0,43.0,22.0
496,2020-03-22,AP,Amapá,1.0,0.0,15.0,0.0
497,2020-03-22,AM,Amazonas,26.0,0.0,18.0,26.0
498,2020-03-22,BA,Bahia,49.0,0.0,573.0,36.0
499,2020-03-22,CE,Ceará,112.0,0.0,493.0,89.0
500,2020-03-22,DF,Distrito Federal,117.0,0.0,327.0,107.0
501,2020-03-22,ES,Espírito Santo,26.0,0.0,71.0,21.0
502,2020-03-22,GO,Goiás,21.0,0.0,353.0,55.0
503,2020-03-22,MA,Maranhão,2.0,0.0,280.0,13.0
504,2020-03-22,MT,Mato Grosso,2.0,0.0,45.0,8.0
505,2020-03-22,MS,Mato Grosso do Sul,21.0,0.0,93.0,26.0
506,2020-03-22,MG,Minas Gerais,83.0,0.0,925.0,38.0
507,2020-03-22,PR,Paraná,50.0,0.0,400.0,43.0
508,2020-03-22,PB,Paraíba,1.0,0.0,85.0,1.0
509,2020-03-22,PA,Pará,4.0,0.0,43.0,2.0
510,2020-03-22,PE,Pernambuco,37.0,0.0,89.0,23.0
511,2020-03-22,PI,Piauí,4.0,0.0,12.0,2.0
512,2020-03-22,RN,Rio Grande do Norte,9.0,0.0,108.0,22.0
513,2020-03-22,RS,Rio Grande do Sul,72.0,0.0,416.0,330.0
514,2020-03-22,RJ,Rio de Janeiro,186.0,3.0,1254.0,148.0
515,2020-03-22,RO,Rondônia,3.0,0.0,61.0,2.0
516,2020-03-22,RR,Roraima,2.0,0.0,9.0,0.0
517,2020-03-22,SC,Santa Catarina,57.0,0.0,346.0,47.0
518,2020-03-22,SE,Sergipe,10.0,0.0,15.0,11.0
519,2020-03-22,SP,São Paulo,631.0,22.0,5334.0,596.0
520,2020-03-22,TO,Tocantins,2.0,0.0,13.0,0.0
521,2020-03-23,SP,São Paulo,745.0,30.0,5334.0,596.0
522,2020-03-23,RJ,Rio de Janeiro,233.0,4.0,1254.0,148.0
523,2020-03-23,CE,Ceará,163.0,0.0,493.0,89.0
524,2020-03-23,DF,Distrito Federal,133.0,0.0,327.0,107.0
525,2020-03-23,MG,Minas Gerais,128.0,0.0,925.0,38.0
526,2020-03-23,RS,Rio Grande do Sul,86.0,0.0,416.0,330.0
527,2020-03-23,SC,Santa Catarina,68.0,0.0,346.0,47.0
528,2020-03-23,BA,Bahia,63.0,0.0,573.0,36.0
529,2020-03-23,PR,Paraná,56.0,0.0,400.0,43.0
530,2020-03-23,PE,Pernambuco,42.0,0.0,89.0,23.0
531,2020-03-23,AM,Amazonas,32.0,0.0,18.0,26.0
532,2020-03-23,ES,Espírito Santo,29.0,0.0,71.0,21.0
533,2020-03-23,GO,Goiás,23.0,0.0,353.0,55.0
534,2020-03-23,MS,Mato Grosso do Sul,21.0,0.0,93.0,26.0
535,2020-03-23,RN,Rio Grande do Norte,13.0,0.0,108.0,22.0
536,2020-03-23,AC,Acre,11.0,0.0,12.0,0.0
537,2020-03-23,SE,Sergipe,10.0,0.0,15.0,11.0
538,2020-03-23,AL,Alagoas,7.0,0.0,43.0,22.0
539,2020-03-23,PI,Piauí,6.0,0.0,12.0,2.0
540,2020-03-23,TO,Tocantins,5.0,0.0,13.0,0.0
541,2020-03-23,PA,Pará,5.0,0.0,43.0,2.0
542,2020-03-23,RO,Rondônia,3.0,0.0,61.0,2.0
543,2020-03-23,MT,Mato Grosso,2.0,0.0,45.0,8.0
544,2020-03-23,PB,Paraíba,2.0,0.0,85.0,1.0
545,2020-03-23,MA,Maranhão,8.0,0.0,170.0,13.0
546,2020-03-23,RR,Roraima,2.0,0.0,9.0,0.0
547,2020-03-23,AP,Amapá,1.0,0.0,15.0,0.0
548,2020-03-24,SP,São Paulo,745.0,30.0,5334.0,596.0
549,2020-03-24,RJ,Rio de Janeiro,233.0,4.0,1254.0,148.0
550,2020-03-24,CE,Ceará,163.0,0.0,493.0,89.0
551,2020-03-24,DF,Distrito Federal,133.0,0.0,327.0,107.0
552,2020-03-24,MG,Minas Gerais,128.0,0.0,925.0,38.0
553,2020-03-24,RS,Rio Grande do Sul,86.0,0.0,416.0,330.0
554,2020-03-24,SC,Santa Catarina,68.0,0.0,346.0,47.0
555,2020-03-24,BA,Bahia,63.0,0.0,573.0,36.0
556,2020-03-24,PR,Paraná,56.0,0.0,400.0,43.0
557,2020-03-24,PE,Pernambuco,42.0,0.0,89.0,23.0
558,2020-03-24,AM,Amazonas,32.0,0.0,18.0,26.0
559,2020-03-24,ES,Espírito Santo,29.0,0.0,71.0,21.0
560,2020-03-24,GO,Goiás,23.0,0.0,353.0,55.0
561,2020-03-24,MS,Mato Grosso do Sul,21.0,0.0,93.0,26.0
562,2020-03-24,RN,Rio Grande do Norte,13.0,0.0,108.0,22.0
563,2020-03-24,AC,Acre,11.0,0.0,12.0,0.0
564,2020-03-24,SE,Sergipe,10.0,0.0,15.0,11.0
565,2020-03-24,AL,Alagoas,7.0,0.0,43.0,22.0
566,2020-03-24,PI,Piauí,6.0,0.0,12.0,2.0
567,2020-03-24,TO,Tocantins,5.0,0.0,13.0,0.0
568,2020-03-24,PA,Pará,5.0,0.0,43.0,2.0
569,2020-03-24,RO,Rondônia,3.0,0.0,61.0,2.0
570,2020-03-24,MT,Mato Grosso,2.0,0.0,45.0,8.0
571,2020-03-24,PB,Paraíba,2.0,0.0,85.0,1.0
572,2020-03-24,MA,Maranhão,8.0,0.0,584.0,13.0
573,2020-03-24,RR,Roraima,2.0,0.0,9.0,0.0
574,2020-03-24,AP,Amapá,1.0,0.0,15.0,0.0
575,2020-03-25,SP,São Paulo,862.0,48.0,5334.0,596.0
576,2020-03-25,RJ,Rio de Janeiro,370.0,6.0,1254.0,148.0
577,2020-03-25,CE,Ceará,200.0,0.0,493.0,89.0
578,2020-03-25,DF,Distrito Federal,160.0,0.0,327.0,107.0
579,2020-03-25,MG,Minas Gerais,133.0,0.0,925.0,104.0
580,2020-03-25,RS,Rio Grande do Sul,123.0,1.0,416.0,330.0
581,2020-03-25,SC,Santa Catarina,109.0,0.0,346.0,47.0
582,2020-03-25,BA,Bahia,84.0,0.0,573.0,36.0
583,2020-03-25,PR,Paraná,81.0,0.0,400.0,119.0
584,2020-03-25,AM,Amazonas,54.0,1.0,18.0,26.0
585,2020-03-25,PE,Pernambuco,46.0,1.0,89.0,23.0
586,2020-03-25,ES,Espírito Santo,39.0,0.0,71.0,21.0
587,2020-03-25,GO,Goiás,29.0,0.0,353.0,55.0
588,2020-03-25,MS,Mato Grosso do Sul,24.0,0.0,93.0,26.0
589,2020-03-25,AC,Acre,23.0,0.0,12.0,0.0
590,2020-03-25,SE,Sergipe,16.0,0.0,15.0,11.0
591,2020-03-25,RN,Rio Grande do Norte,14.0,0.0,108.0,22.0
592,2020-03-25,AL,Alagoas,11.0,0.0,43.0,22.0
593,2020-03-25,MT,Mato Grosso,8.0,0.0,45.0,8.0
594,2020-03-25,PI,Piauí,8.0,0.0,12.0,2.0
595,2020-03-25,MA,Maranhão,8.0,0.0,584.0,13.0
596,2020-03-25,RR,Roraima,8.0,0.0,9.0,0.0
597,2020-03-25,TO,Tocantins,7.0,0.0,13.0,0.0
598,2020-03-25,PA,Pará,7.0,0.0,43.0,23.0
599,2020-03-25,RO,Rondônia,5.0,0.0,61.0,2.0
600,2020-03-25,PB,Paraíba,3.0,0.0,85.0,11.0
601,2020-03-25,AP,Amapá,1.0,0.0,15.0,0.0
602,2020-03-26,SP,São Paulo,1052.0,58.0,5334.0,596.0
603,2020-03-26,RJ,Rio de Janeiro,421.0,9.0,1254.0,148.0
604,2020-03-26,CE,Ceará,235.0,3.0,493.0,89.0
605,2020-03-26,DF,Distrito Federal,200.0,0.0,327.0,107.0
606,2020-03-26,RS,Rio Grande do Sul,168.0,1.0,416.0,330.0
607,2020-03-26,MG,Minas Gerais,153.0,0.0,925.0,104.0
608,2020-03-26,SC,Santa Catarina,122.0,1.0,346.0,47.0
609,2020-03-26,BA,Bahia,104.0,0.0,573.0,36.0
610,2020-03-26,PR,Paraná,102.0,0.0,400.0,119.0
611,2020-03-26,AM,Amazonas,67.0,1.0,18.0,26.0
612,2020-03-26,PE,Pernambuco,48.0,3.0,89.0,23.0
613,2020-03-26,GO,Goiás,39.0,1.0,353.0,55.0
614,2020-03-26,ES,Espírito Santo,39.0,0.0,71.0,21.0
615,2020-03-26,MS,Mato Grosso do Sul,25.0,0.0,93.0,26.0
616,2020-03-26,AC,Acre,24.0,0.0,12.0,0.0
617,2020-03-26,RN,Rio Grande do Norte,19.0,0.0,108.0,22.0
618,2020-03-26,SE,Sergipe,16.0,0.0,15.0,11.0
619,2020-03-26,PA,Pará,13.0,0.0,43.0,23.0
620,2020-03-26,MT,Mato Grosso,11.0,0.0,45.0,8.0
621,2020-03-26,AL,Alagoas,11.0,0.0,43.0,22.0
622,2020-03-26,MA,Maranhão,10.0,0.0,728.0,13.0
623,2020-03-26,PI,Piauí,9.0,0.0,12.0,2.0
624,2020-03-26,RR,Roraima,8.0,0.0,9.0,0.0
625,2020-03-26,TO,Tocantins,7.0,0.0,13.0,0.0
626,2020-03-26,PB,Paraíba,5.0,0.0,85.0,11.0
627,2020-03-26,RO,Rondônia,5.0,0.0,61.0,2.0
628,2020-03-26,AP,Amapá,2.0,0.0,15.0,0.0
629,2020-03-27,SP,São Paulo,1223.0,68.0,5334.0,596.0
630,2020-03-27,RJ,Rio de Janeiro,493.0,10.0,1254.0,148.0
631,2020-03-27,CE,Ceará,282.0,3.0,493.0,89.0
632,2020-03-27,DF,Distrito Federal,230.0,0.0,327.0,107.0
633,2020-03-27,RS,Rio Grande do Sul,195.0,1.0,416.0,330.0
634,2020-03-27,MG,Minas Gerais,189.0,0.0,925.0,104.0
635,2020-03-27,SC,Santa Catarina,149.0,1.0,346.0,47.0
636,2020-03-27,PR,Paraná,119.0,2.0,400.0,119.0
637,2020-03-27,BA,Bahia,115.0,0.0,573.0,36.0
638,2020-03-27,AM,Amazonas,81.0,1.0,18.0,26.0
639,2020-03-27,PE,Pernambuco,56.0,4.0,89.0,23.0
640,2020-03-27,GO,Goiás,49.0,1.0,353.0,55.0
641,2020-03-27,ES,Espírito Santo,47.0,0.0,71.0,21.0
642,2020-03-27,MS,Mato Grosso do Sul,28.0,0.0,93.0,26.0
643,2020-03-27,RN,Rio Grande do Norte,28.0,0.0,108.0,22.0
644,2020-03-27,AC,Acre,25.0,0.0,12.0,0.0
645,2020-03-27,SE,Sergipe,16.0,0.0,15.0,11.0
646,2020-03-27,MA,Maranhão,14.0,0.0,663.0,13.0
647,2020-03-27,PA,Pará,13.0,0.0,43.0,23.0
648,2020-03-27,MT,Mato Grosso,11.0,0.0,45.0,8.0
649,2020-03-27,AL,Alagoas,11.0,0.0,43.0,22.0
650,2020-03-27,RR,Roraima,10.0,0.0,9.0,0.0
651,2020-03-27,PI,Piauí,9.0,0.0,12.0,2.0
652,2020-03-27,PB,Paraíba,9.0,0.0,85.0,11.0
653,2020-03-27,TO,Tocantins,8.0,0.0,13.0,0.0
654,2020-03-27,RO,Rondônia,6.0,0.0,61.0,2.0
655,2020-03-27,AP,Amapá,2.0,0.0,15.0,0.0
656,2020-03-28,SP,São Paulo,1406.0,84.0,5334.0,596.0
657,2020-03-28,RJ,Rio de Janeiro,558.0,13.0,1254.0,148.0
658,2020-03-28,CE,Ceará,314.0,4.0,493.0,89.0
659,2020-03-28,DF,Distrito Federal,260.0,0.0,327.0,107.0
660,2020-03-28,MG,Minas Gerais,205.0,0.0,925.0,104.0
661,2020-03-28,RS,Rio Grande do Sul,197.0,2.0,416.0,330.0
662,2020-03-28,SC,Santa Catarina,184.0,1.0,346.0,47.0
663,2020-03-28,PR,Paraná,133.0,2.0,400.0,119.0
664,2020-03-28,BA,Bahia,128.0,0.0,573.0,36.0
665,2020-03-28,AM,Amazonas,111.0,1.0,18.0,26.0
666,2020-03-28,PE,Pernambuco,68.0,5.0,89.0,23.0
667,2020-03-28,GO,Goiás,56.0,1.0,353.0,55.0
668,2020-03-28,ES,Espírito Santo,53.0,0.0,71.0,21.0
669,2020-03-28,RN,Rio Grande do Norte,45.0,0.0,108.0,22.0
670,2020-03-28,MS,Mato Grosso do Sul,31.0,0.0,93.0,26.0
671,2020-03-28,AC,Acre,25.0,0.0,12.0,0.0
672,2020-03-28,PA,Pará,17.0,0.0,43.0,23.0
673,2020-03-28,SE,Sergipe,16.0,0.0,15.0,11.0
674,2020-03-28,PB,Paraíba,14.0,0.0,85.0,11.0
675,2020-03-28,MA,Maranhão,16.0,0.0,647.0,13.0
676,2020-03-28,AL,Alagoas,14.0,0.0,43.0,22.0
677,2020-03-28,MT,Mato Grosso,13.0,0.0,45.0,8.0
678,2020-03-28,RR,Roraima,12.0,0.0,9.0,0.0
679,2020-03-28,PI,Piauí,11.0,1.0,12.0,2.0
680,2020-03-28,TO,Tocantins,9.0,0.0,13.0,0.0
681,2020-03-28,RO,Rondônia,6.0,0.0,61.0,2.0
682,2020-03-28,AP,Amapá,4.0,0.0,15.0,0.0
683,2020-03-29,SP,São Paulo,1451.0,98.0,5334.0,596.0
684,2020-03-29,RJ,Rio de Janeiro,600.0,17.0,1254.0,148.0
685,2020-03-29,CE,Ceará,348.0,5.0,493.0,89.0
686,2020-03-29,DF,Distrito Federal,289.0,1.0,327.0,107.0
687,2020-03-29,MG,Minas Gerais,231.0,0.0,925.0,104.0
688,2020-03-29,RS,Rio Grande do Sul,226.0,2.0,416.0,330.0
689,2020-03-29,SC,Santa Catarina,194.0,1.0,346.0,47.0
690,2020-03-29,BA,Bahia,154.0,1.0,573.0,36.0
691,2020-03-29,PR,Paraná,148.0,2.0,400.0,119.0
692,2020-03-29,AM,Amazonas,140.0,1.0,18.0,26.0
693,2020-03-29,PE,Pernambuco,73.0,5.0,89.0,23.0
694,2020-03-29,RN,Rio Grande do Norte,68.0,1.0,108.0,22.0
695,2020-03-29,ES,Espírito Santo,60.0,0.0,71.0,21.0
696,2020-03-29,GO,Goiás,58.0,1.0,353.0,55.0
697,2020-03-29,MS,Mato Grosso do Sul,36.0,0.0,93.0,26.0
698,2020-03-29,AC,Acre,34.0,0.0,12.0,0.0
699,2020-03-29,PA,Pará,18.0,0.0,43.0,23.0
700,2020-03-29,AL,Alagoas,17.0,0.0,43.0,22.0
701,2020-03-29,MT,Mato Grosso,16.0,0.0,45.0,8.0
702,2020-03-29,SE,Sergipe,16.0,0.0,15.0,11.0
703,2020-03-29,MA,Maranhão,22.0,1.0,434.0,585.0
704,2020-03-29,RR,Roraima,16.0,0.0,9.0,0.0
705,2020-03-29,PI,Piauí,14.0,1.0,12.0,2.0
706,2020-03-29,PB,Paraíba,14.0,0.0,85.0,11.0
707,2020-03-29,TO,Tocantins,9.0,0.0,13.0,0.0
708,2020-03-29,RO,Rondônia,6.0,0.0,61.0,2.0
709,2020-03-29,AP,Amapá,4.0,0.0,15.0,0.0
447,2020-03-19,MA,Maranhão,0.0,0.0,105.0,13.0
447,2020-03-20,MA,Maranhão,1.0,0.0,105.0,13.0
